Date,Price,High,Low,Close**,Volume,Market Cap
12-1-2016,448.18,448.18,435.69,435.69,"115,607,000","6,755,219,968"
13-1-2016,434.67,435.19,424.44,432.37,"173,888,000","6,553,350,144"
14-1-2016,432.29,433.32,427.85,430.31,"43,945,500","6,519,110,144"
15-1-2016,430.26,430.26,364.33,364.33,"153,351,008","6,489,869,824"
16-1-2016,365.07,390.56,354.91,387.54,"120,352,000","5,507,789,824"
17-1-2016,387.15,390.96,380.09,382.3,"45,319,600","5,842,270,208"
18-1-2016,381.73,388.1,376.67,387.17,"54,403,900","5,761,939,968"
19-1-2016,387.03,387.73,378.97,380.15,"46,819,800","5,843,509,760"
20-1-2016,379.74,425.27,376.6,420.23,"121,720,000","5,734,759,936"
21-1-2016,419.63,422.88,406.3,410.26,"68,338,000","6,338,800,128"
22-1-2016,409.75,410.41,375.28,382.49,"91,546,600","6,190,940,160"
23-1-2016,382.43,394.54,381.98,387.49,"56,247,400","5,779,890,176"
24-1-2016,388.1,405.48,387.51,402.97,"54,824,800","5,867,299,840"
25-1-2016,402.32,402.32,388.55,391.73,"59,062,400","6,083,899,904"
26-1-2016,392.0,397.77,390.58,392.15,"58,147,000","5,929,520,128"
27-1-2016,392.44,396.84,391.78,394.97,"47,424,400","5,937,780,224"
28-1-2016,395.15,395.5,379.73,380.29,"59,247,900","5,980,179,968"
29-1-2016,380.11,384.38,365.45,379.47,"86,125,296","5,753,970,176"
30-1-2016,378.86,380.92,376.49,378.26,"30,284,400","5,736,759,808"
31-1-2016,378.29,380.35,367.83,368.77,"37,894,300","5,729,869,824"
1-2-2016,369.35,378.07,367.96,373.06,"51,656,700","5,596,089,856"
2-2-2016,372.92,375.88,372.92,374.45,"40,378,700","5,651,689,984"
3-2-2016,374.65,374.95,368.05,369.95,"45,933,400","5,679,529,984"
4-2-2016,370.17,391.61,369.99,389.59,"69,285,504","5,613,380,096"
5-2-2016,388.9,391.09,385.57,386.55,"43,825,000","5,898,959,872"
6-2-2016,386.59,386.63,372.39,376.52,"49,249,300","5,865,739,776"
7-2-2016,376.51,380.87,374.9,376.62,"37,076,300","5,714,760,192"
8-2-2016,376.76,379.88,373.33,373.45,"47,671,100","5,720,099,840"
9-2-2016,373.42,377.25,372.9,376.03,"55,318,500","5,670,880,256"
10-2-2016,376.15,385.48,375.78,381.65,"85,130,896","5,713,880,064"
11-2-2016,382.11,383.13,376.4,379.65,"74,375,600","5,806,110,208"
12-2-2016,379.69,384.95,379.6,384.26,"67,042,800","5,771,039,744"
13-2-2016,384.64,391.86,384.64,391.86,"61,911,700","5,847,989,760"
14-2-2016,392.93,407.23,392.93,407.23,"74,469,800","5,975,580,160"
15-2-2016,407.57,410.38,397.75,400.18,"74,070,496","6,199,849,984"
16-2-2016,401.43,408.95,401.43,407.49,"73,093,104","6,108,040,192"
17-2-2016,407.66,421.17,406.78,416.32,"83,193,600","6,204,149,760"
18-2-2016,416.57,426,415.64,422.37,"76,752,600","6,341,429,760"
19-2-2016,422.73,423.1,417.6,420.79,"55,711,300","6,436,980,224"
20-2-2016,421.6,441.98,421.6,437.16,"93,992,096","6,421,309,952"
21-2-2016,437.77,448.05,429.08,438.8,"89,820,704","6,669,259,776"
22-2-2016,438.99,439.05,432.92,437.75,"85,385,200","6,689,200,128"
23-2-2016,438.26,439.86,417.82,420.74,"85,244,896","6,679,399,936"
24-2-2016,420.96,425.55,413.91,424.95,"67,743,696","6,417,189,888"
25-2-2016,425.04,427.72,420.42,424.54,"70,798,000","6,480,650,240"
26-2-2016,424.63,432.15,421.62,432.15,"61,486,000","6,476,080,128"
27-2-2016,432.84,434.23,428.1,432.52,"41,893,600","6,602,809,856"
28-2-2016,432.57,435.68,423.82,433.5,"53,033,400","6,600,309,760"
29-2-2016,433.44,441.51,431.69,437.7,"60,694,700","6,614,980,096"
1-3-2016,437.92,439.65,432.32,435.12,"74,895,800","6,684,800,000"
2-3-2016,435.13,435.92,423.99,423.99,"74,955,296","6,643,809,792"
3-3-2016,423.91,425.37,419.41,421.65,"100,484,000","6,474,149,888"
4-3-2016,421.84,425.18,410.94,410.94,"90,856,096","6,443,890,176"
5-3-2016,410.78,411.26,394.04,400.57,"135,384,992","6,276,610,048"
6-3-2016,400.52,411.91,395.78,407.71,"91,212,496","6,121,399,808"
7-3-2016,407.76,415.92,406.31,414.32,"85,762,400","6,233,430,016"
8-3-2016,414.46,416.24,411.09,413.97,"70,311,696","6,337,370,112"
9-3-2016,413.89,416.03,411.61,414.86,"70,012,304","6,330,229,760"
10-3-2016,414.74,417.51,413.25,417.13,"81,022,896","6,344,960,000"
11-3-2016,417.24,423.93,417.01,421.69,"73,969,696","6,384,739,840"
12-3-2016,421.61,421.8,410.09,411.62,"92,712,896","6,453,259,776"
13-3-2016,411.65,416.6,411.64,414.07,"74,322,800","6,302,329,856"
14-3-2016,414.2,416.68,414.2,416.44,"95,259,400","6,342,779,904"
15-3-2016,416.39,418.13,414.98,416.83,"66,781,700","6,377,869,824"
16-3-2016,416.89,417.69,415.91,417.01,"65,185,800","6,387,189,760"
17-3-2016,417.89,421,417.89,420.62,"83,528,600","6,404,129,792"
18-3-2016,420.55,420.55,406.14,409.55,"104,940,000","6,446,329,856"
19-3-2016,409.27,410.98,407.23,410.44,"58,423,000","6,274,789,888"
20-3-2016,410.4,414.63,410.4,413.76,"45,947,900","6,293,609,984"
21-3-2016,413.42,413.42,410.38,413.31,"61,655,400","6,341,380,096"
22-3-2016,413.13,418.38,412.53,418.09,"66,813,300","6,338,429,952"
23-3-2016,418.16,419.27,417.36,418.04,"61,444,200","6,417,129,984"
24-3-2016,418.42,418.68,415.49,416.39,"68,346,704","6,422,730,240"
25-3-2016,416.51,418.08,415.56,417.18,"52,560,000","6,394,849,792"
26-3-2016,417.36,418.99,416.26,417.95,"44,650,400","6,409,500,160"
27-3-2016,418.14,428.8,417.71,426.77,"71,229,400","6,423,040,000"
28-3-2016,426.55,426.86,423.29,424.23,"68,522,800","6,553,699,840"
29-3-2016,424.3,426.2,412.68,416.52,"75,411,504","6,521,010,176"
30-3-2016,416.83,416.83,412.5,414.82,"66,034,100","6,407,839,744"
31-3-2016,415.26,418.37,415.26,416.73,"60,215,200","6,385,140,224"
1-4-2016,416.76,418.17,415.83,417.96,"51,235,700","6,409,540,096"
2-4-2016,418.42,422.08,418.42,420.87,"45,681,200","6,436,700,160"
3-4-2016,421.17,421.58,419.7,420.9,"38,053,700","6,480,470,016"
4-4-2016,421.3,422.34,419.6,421.44,"50,634,300","6,483,910,144"
5-4-2016,421.02,424.26,420.61,424.03,"60,718,000","6,481,350,144"
6-4-2016,424.28,424.53,422.73,423.41,"59,091,000","6,533,259,776"
7-4-2016,423.62,423.66,420.52,422.74,"57,858,600","6,524,680,192"
8-4-2016,422.91,425.36,419.64,420.35,"63,454,700","6,515,189,760"
9-4-2016,420.81,420.89,416.52,419.41,"49,792,700","6,484,409,856"
10-4-2016,419.59,422.43,419.26,421.56,"73,478,600","6,467,330,048"
11-4-2016,421.87,422.74,420.53,422.48,"50,747,500","6,504,289,792"
12-4-2016,422.84,427.28,422.84,425.19,"70,728,800","6,520,869,888"
13-4-2016,425.63,426.66,422.92,423.73,"69,060,400","6,565,470,208"
14-4-2016,423.93,425.37,423.01,424.28,"45,281,000","6,541,029,888"
15-4-2016,424.43,429.93,424.43,429.71,"54,801,500","6,550,349,824"
16-4-2016,429.58,432.63,428.98,430.57,"39,392,800","6,631,309,824"
17-4-2016,430.64,431.37,426.08,427.4,"52,125,900","6,649,169,920"
18-4-2016,427.61,429.27,427.09,428.59,"55,670,900","6,604,149,760"
19-4-2016,428.7,436.02,428.1,435.51,"52,810,500","6,622,450,176"
20-4-2016,435.32,443.05,434.41,441.39,"72,890,096","6,726,369,792"
21-4-2016,441.42,450.55,440.95,449.42,"68,204,704","6,822,320,128"
22-4-2016,449.69,449.81,444.15,445.74,"58,804,400","6,951,860,224"
23-4-2016,445.86,450.28,444.33,450.28,"50,485,400","6,894,280,192"
24-4-2016,450.56,460.15,448.93,458.55,"68,198,400","6,968,569,856"
25-4-2016,459.12,466.62,453.59,461.43,"87,091,800","7,102,490,112"
26-4-2016,461.65,467.96,461.62,466.09,"78,971,904","7,143,059,968"
27-4-2016,466.26,467.08,444.13,444.69,"93,564,896","7,216,189,952"
28-4-2016,445.04,449.55,436.65,449.01,"74,064,704","6,889,169,920"
29-4-2016,449.41,455.38,446.02,455.1,"49,258,500","6,958,329,856"
30-4-2016,455.18,455.59,447.7,448.32,"69,322,600","7,049,460,224"
1-5-2016,448.48,452.48,447.93,451.88,"40,660,100","6,947,429,888"
2-5-2016,451.93,452.45,441.78,444.67,"92,127,000","7,002,610,176"
3-5-2016,444.73,451.1,442.62,450.3,"59,366,400","6,892,689,920"
4-5-2016,450.18,450.38,445.63,446.72,"50,407,300","6,978,950,144"
5-5-2016,446.71,448.51,445.88,447.98,"50,440,800","6,926,989,824"
6-5-2016,447.94,461.38,447.07,459.6,"72,796,800","6,947,800,064"
7-5-2016,459.64,460.67,457.32,458.54,"38,364,500","7,131,120,128"
8-5-2016,458.43,459.42,455.98,458.55,"40,315,000","7,114,059,776"
9-5-2016,458.21,462.48,456.53,460.48,"55,493,100","7,112,509,952"
10-5-2016,460.52,461.93,448.95,450.89,"58,956,100","7,150,369,792"
11-5-2016,450.86,454.58,450.86,452.73,"50,605,200","7,002,229,760"
12-5-2016,452.45,454.95,449.25,454.77,"59,849,300","7,028,329,984"
13-5-2016,454.85,457.05,453.45,455.67,"60,845,000","7,067,270,144"
14-5-2016,455.82,456.84,454.79,455.67,"37,209,000","7,084,100,096"
15-5-2016,455.76,458.69,455.46,457.57,"28,514,000","7,084,760,064"
16-5-2016,457.59,458.2,452.95,454.16,"59,171,500","7,114,740,224"
17-5-2016,454.01,455.07,453.61,453.78,"64,100,300","7,060,729,856"
18-5-2016,453.69,456,453.3,454.62,"86,850,096","7,057,390,080"
19-5-2016,454.52,454.63,438.71,438.71,"96,027,400","7,072,090,112"
20-5-2016,437.79,444.05,437.39,442.68,"81,987,904","6,813,080,064"
21-5-2016,442.97,443.78,441.71,443.19,"42,762,300","6,895,229,952"
22-5-2016,443.22,443.43,439.04,439.32,"39,657,600","6,900,700,160"
23-5-2016,439.35,444.35,438.82,444.15,"50,582,500","6,842,469,888"
24-5-2016,444.29,447.1,443.93,445.98,"65,783,100","6,921,460,224"
25-5-2016,446.06,450.3,446.06,449.6,"65,231,000","6,950,689,792"
26-5-2016,449.67,453.64,447.9,453.38,"65,203,800","7,008,500,224"
27-5-2016,453.52,478.15,453.52,473.46,"164,780,992","7,070,009,856"
28-5-2016,473.03,533.47,472.7,530.04,"181,199,008","7,375,779,840"
29-5-2016,527.48,553.96,512.18,526.23,"148,736,992","8,226,500,096"
30-5-2016,528.47,544.35,522.96,533.86,"87,958,704","8,243,959,808"
31-5-2016,534.19,546.62,520.66,531.39,"138,450,000","8,335,099,904"
1-6-2016,531.11,543.08,525.64,536.92,"86,061,800","8,288,679,936"
2-6-2016,536.52,540.35,533.08,537.97,"60,378,200","8,375,000,064"
3-6-2016,537.68,574.64,536.92,569.19,"122,020,000","8,395,069,952"
4-6-2016,569.71,590.13,564.24,572.73,"94,925,296","8,897,080,320"
5-6-2016,573.31,582.81,569.18,574.98,"68,874,096","8,955,060,224"
6-6-2016,574.6,586.47,574.6,585.54,"72,138,896","8,977,699,840"
7-6-2016,585.45,590.26,567.51,576.6,"107,770,000","9,149,580,288"
8-6-2016,577.17,582.84,573.13,581.65,"80,265,800","9,022,249,984"
9-6-2016,582.2,582.2,570.95,574.63,"71,301,000","9,103,080,448"
10-6-2016,575.84,579.13,573.33,577.47,"66,991,900","9,005,920,256"
11-6-2016,578.67,607.12,578.67,606.73,"82,357,000","9,052,359,680"
12-6-2016,609.68,684.84,607.04,672.78,"277,084,992","9,539,850,240"
13-6-2016,671.65,716,664.49,704.38,"243,295,008","10,511,899,648"
14-6-2016,704.5,704.5,662.8,685.56,"186,694,000","11,028,899,840"
15-6-2016,685.68,696.3,672.56,694.47,"99,223,800","10,736,600,064"
16-6-2016,696.52,773.72,696.52,766.31,"271,633,984","10,908,900,352"
17-6-2016,768.49,775.36,716.56,748.91,"363,320,992","12,038,899,712"
18-6-2016,748.76,777.99,733.93,756.23,"252,718,000","11,732,599,808"
19-6-2016,756.69,766.62,745.63,763.78,"136,184,992","11,859,800,064"
20-6-2016,763.93,764.08,732.73,737.23,"174,511,008","11,976,699,904"
21-6-2016,735.88,735.88,639.07,666.65,"309,944,000","11,539,999,744"
22-6-2016,665.91,678.67,587.48,596.12,"266,392,992","10,445,299,712"
23-6-2016,597.44,629.33,558.14,623.98,"253,462,000","9,373,190,144"
24-6-2016,625.58,681.73,625.27,665.3,"224,316,992","9,816,729,600"
25-6-2016,665.28,691.73,646.56,665.12,"126,656,000","10,442,000,384"
26-6-2016,665.93,665.98,616.93,629.37,"109,225,000","10,454,899,712"
27-6-2016,629.35,655.28,620.52,655.28,"122,134,000","9,882,840,064"
28-6-2016,658.1,659.25,637.77,647,"138,384,992","10,336,799,744"
29-6-2016,644.12,644.68,628.28,639.89,"142,456,000","10,119,600,128"
30-6-2016,640.59,675.4,636.61,673.34,"138,980,000","10,066,400,256"
1-7-2016,672.52,686.15,669.59,676.3,"134,431,008","10,570,600,448"
2-7-2016,676.73,703.7,676.4,703.7,"112,354,000","10,639,599,616"
3-7-2016,704.97,704.97,649.01,658.66,"129,512,000","11,086,100,480"
4-7-2016,658.8,683.66,650.51,683.66,"92,008,400","10,362,699,776"
5-7-2016,683.21,683.49,665.07,670.63,"130,476,000","10,749,100,032"
6-7-2016,670.42,681.9,670.42,677.33,"134,960,992","10,550,299,648"
7-7-2016,678.09,682.43,611.83,640.56,"258,091,008","10,673,399,808"
8-7-2016,640.69,666.71,636.47,666.52,"141,970,000","10,086,899,712"
9-7-2016,666.38,666.38,633.4,650.96,"180,536,000","10,493,800,448"
10-7-2016,650.6,652.29,641.26,649.36,"102,532,000","10,247,300,096"
11-7-2016,648.48,659.63,644.98,647.66,"107,910,000","10,215,199,744"
12-7-2016,648.28,675.26,646.78,664.55,"138,172,992","10,213,099,520"
13-7-2016,664.8,668.7,654.47,654.47,"131,449,000","10,474,500,096"
14-7-2016,652.92,662.9,652.92,658.08,"98,511,400","10,288,400,384"
15-7-2016,659.17,667.08,659.04,663.26,"81,673,104","10,387,900,416"
16-7-2016,663.78,666.46,659.33,660.77,"50,330,200","10,461,700,096"
17-7-2016,661.99,682.36,661.99,679.46,"74,407,904","10,434,700,288"
18-7-2016,679.81,681.55,668.63,673.11,"69,465,000","10,716,800,000"
19-7-2016,672.74,673.28,667.63,672.86,"61,203,300","10,606,499,840"
20-7-2016,672.81,672.93,663.36,665.68,"94,636,400","10,608,600,064"
21-7-2016,665.23,666.22,660.41,665.01,"60,491,800","10,490,300,416"
22-7-2016,664.92,666.58,646.72,650.62,"134,169,000","10,486,599,680"
23-7-2016,650.73,656.37,648.52,655.56,"69,532,200","10,263,700,480"
24-7-2016,655.41,663.11,652.79,661.28,"118,184,000","10,338,599,936"
25-7-2016,661.26,661.83,653.4,654.1,"78,176,496","10,431,899,648"
26-7-2016,654.23,656.22,645.88,651.78,"225,135,008","10,321,899,520"
27-7-2016,651.63,657.46,648.45,654.35,"147,460,992","10,281,900,032"
28-7-2016,654.49,657.59,654.49,655.03,"86,428,400","10,328,099,840"
29-7-2016,655.11,657.8,654.79,656.99,"60,703,500","10,338,899,968"
30-7-2016,657.01,658.22,654.21,655.05,"38,456,100","10,370,100,224"
31-7-2016,655.1,655.28,624.36,624.68,"110,818,000","10,340,899,840"
1-8-2016,624.6,626.12,605.88,606.27,"121,887,000","9,860,620,288"
2-8-2016,606.4,612.85,531.33,547.47,"330,932,992","9,574,320,128"
3-8-2016,548.66,573.36,541.55,566.35,"207,982,000","8,663,669,760"
4-8-2016,566.33,579.5,565.78,578.29,"125,292,000","8,943,869,952"
5-8-2016,578.28,578.28,569.98,575.04,"66,127,900","9,133,689,856"
6-8-2016,575.03,588.4,569.47,587.78,"80,797,296","9,083,509,760"
7-8-2016,587.77,597.51,586.82,592.69,"82,398,400","9,285,940,224"
8-8-2016,592.74,592.99,588.05,591.05,"61,194,100","9,365,440,512"
9-8-2016,591.04,591.09,584.79,587.8,"92,228,096","9,339,660,288"
10-8-2016,587.65,599.98,586.37,592.1,"102,905,000","9,286,960,128"
11-8-2016,592.12,597.54,589.12,589.12,"74,514,400","9,358,770,176"
12-8-2016,588.8,589.91,583.81,587.56,"69,218,000","9,307,249,664"
13-8-2016,587.36,589.77,584.98,585.59,"43,563,000","9,285,529,600"
14-8-2016,585.59,585.67,564.78,570.47,"60,851,100","9,258,730,496"
15-8-2016,570.49,573.58,563.24,567.24,"57,262,300","9,021,179,904"
16-8-2016,567.24,581.74,566.72,577.44,"58,405,200","8,970,770,432"
17-8-2016,577.76,580.89,571.43,573.22,"54,443,000","9,138,029,568"
18-8-2016,573.71,577.79,573.43,574.32,"59,896,600","9,074,759,680"
19-8-2016,574.34,578.24,574.18,575.63,"50,631,600","9,085,819,904"
20-8-2016,576.08,582.82,575.46,581.7,"45,301,400","9,114,500,096"
21-8-2016,581.94,584.16,580.22,581.31,"38,299,400","9,208,210,432"
22-8-2016,581.31,588.45,580.59,586.75,"72,844,000","9,199,410,176"
23-8-2016,586.77,589.47,581.63,583.41,"85,349,200","9,286,930,432"
24-8-2016,583.41,583.59,579.85,580.18,"56,328,200","9,234,799,616"
25-8-2016,580.18,580.45,575.17,577.76,"136,130,000","9,184,700,416"
26-8-2016,577.75,580.62,576.86,579.65,"48,856,800","9,147,169,792"
27-8-2016,579.45,579.84,568.63,569.95,"59,698,300","9,174,989,824"
28-8-2016,569.83,574.04,569.74,573.91,"86,301,600","9,023,609,856"
29-8-2016,574.07,576.28,573.47,574.11,"110,398,000","9,091,829,760"
30-8-2016,574.11,578.36,574.11,577.5,"70,342,400","9,093,529,600"
31-8-2016,577.59,577.86,573.64,575.47,"75,840,896","9,149,729,792"
1-9-2016,575.55,576.31,571.81,572.3,"76,923,400","9,118,279,680"
2-9-2016,572.41,575.64,570.81,575.54,"79,910,800","9,069,549,568"
3-9-2016,575.55,599.5,574.06,598.21,"159,014,000","9,120,440,320"
4-9-2016,598.59,611.84,596.85,608.63,"97,942,896","9,486,369,792"
5-9-2016,608.99,609.05,602.24,606.59,"82,446,800","9,652,490,240"
6-9-2016,606.51,610.83,605.09,610.44,"78,529,104","9,614,140,416"
7-9-2016,610.57,614.54,608.51,614.54,"75,032,400","9,679,609,856"
8-9-2016,614.64,628.77,613.84,626.32,"86,713,000","9,745,120,256"
9-9-2016,626.35,626.83,620.26,622.86,"64,550,200","9,931,979,776"
10-9-2016,622.93,625.09,622.4,623.51,"45,016,800","9,878,729,728"
11-9-2016,623.42,628.82,600.51,606.72,"73,610,800","9,887,779,840"
12-9-2016,607.01,608.46,605.41,608.24,"72,812,304","9,628,560,384"
13-9-2016,608.03,611.19,606.92,609.24,"86,920,600","9,645,930,496"
14-9-2016,608.84,611.95,608.41,610.68,"47,877,700","9,660,080,128"
15-9-2016,610.59,611.09,607.16,607.16,"59,464,600","9,688,939,520"
16-9-2016,607.25,609.26,606.73,606.97,"64,963,400","9,637,019,648"
17-9-2016,607.22,607.86,605.19,605.98,"37,140,300","9,637,600,256"
18-9-2016,606.28,610.16,605.86,609.87,"48,679,400","9,623,950,336"
19-9-2016,609.87,610.93,608.27,609.23,"54,796,400","9,681,959,936"
20-9-2016,609.25,609.53,607.94,608.31,"72,710,896","9,673,140,224"
21-9-2016,603.59,603.59,595.88,597.15,"82,776,200","9,584,260,096"
22-9-2016,597.28,598.49,596.21,596.3,"67,085,300","9,485,280,256"
23-9-2016,596.2,603.21,595.79,602.84,"51,067,000","9,469,129,728"
24-9-2016,602.96,604.58,602.04,602.63,"35,359,500","9,577,520,128"
25-9-2016,602.75,603.38,599.71,600.83,"33,977,800","9,575,360,512"
26-9-2016,600.81,608.14,600.35,608.04,"59,153,800","9,545,830,400"
27-9-2016,608.02,608.25,604.11,606.17,"49,422,400","9,661,589,504"
28-9-2016,606.24,606.59,604.61,604.73,"48,722,600","9,634,530,304"
29-9-2016,605.02,606.82,604.85,605.69,"55,658,600","9,616,159,744"
30-9-2016,605.72,609.73,604.14,609.73,"56,122,400","9,628,250,112"
1-10-2016,609.93,615.24,609.93,613.98,"56,357,000","9,696,279,552"
2-10-2016,613.95,614.01,609.68,610.89,"39,249,800","9,761,330,176"
3-10-2016,610.97,612.57,610.46,612.13,"46,798,300","9,714,979,840"
4-10-2016,612.05,612.05,609.48,610.2,"49,801,600","9,733,329,920"
5-10-2016,610.22,613.81,609.62,612.51,"68,077,504","9,705,320,448"
6-10-2016,612.47,613.82,611.47,613.02,"56,812,100","9,742,369,792"
7-10-2016,612.61,617.91,611.82,617.12,"64,071,400","9,745,739,776"
8-10-2016,617.34,619.85,617.34,619.11,"42,345,900","9,822,100,480"
9-10-2016,619.17,619.2,616.61,616.75,"39,243,400","9,852,479,488"
10-10-2016,616.82,621.32,616.2,618.99,"67,481,104","9,816,269,824"
11-10-2016,619.24,642.08,618.5,641.07,"103,590,000","9,855,649,792"
12-10-2016,640.87,641.34,635.97,636.19,"92,370,200","10,200,999,936"
13-10-2016,636.03,638.83,635.03,636.79,"61,620,700","10,125,100,032"
14-10-2016,637.01,641.28,637.01,640.38,"58,144,600","10,141,599,744"
15-10-2016,640.31,642.1,637.39,638.65,"39,035,400","10,195,200,000"
16-10-2016,639.08,642.9,638.9,641.63,"40,298,100","10,176,799,744"
17-10-2016,641.82,642.33,638.66,639.19,"58,063,600","10,221,299,712"
18-10-2016,639.41,640.74,636,637.96,"65,546,700","10,183,999,488"
19-10-2016,638.13,638.87,628.01,630.52,"69,381,696","10,164,799,488"
20-10-2016,630.66,631.92,628.26,630.86,"56,957,300","10,046,699,520"
21-10-2016,630.83,634.09,630.69,632.83,"55,951,000","10,050,299,904"
22-10-2016,633.14,658.2,632.85,657.29,"78,556,496","10,088,399,872"
23-10-2016,657.62,661.13,653.89,657.07,"54,474,600","10,479,699,968"
24-10-2016,657.16,657.25,652.59,653.76,"62,218,200","10,473,499,648"
25-10-2016,654.0,664.42,653.7,657.59,"90,378,800","10,424,299,520"
26-10-2016,657.68,679.73,657.68,678.3,"88,877,104","10,483,999,744"
27-10-2016,678.21,688.59,678.04,688.31,"96,105,296","10,812,499,968"
28-10-2016,688.0,690.44,684.16,689.65,"81,145,504","10,969,799,680"
29-10-2016,690.29,720.4,690.05,714.48,"134,760,992","11,007,599,616"
30-10-2016,714.12,714.12,696.47,701.86,"100,665,000","11,388,800,000"
31-10-2016,702.64,709.29,691.68,700.97,"97,064,400","11,207,199,744"
1-11-2016,701.34,736.45,701.34,729.79,"130,527,000","11,187,699,712"
2-11-2016,730.07,740.83,722.35,740.83,"84,865,200","11,647,200,256"
3-11-2016,742.35,745.77,678.16,688.7,"172,808,000","11,844,299,776"
4-11-2016,689.12,706.93,685.56,703.23,"99,907,696","10,996,400,128"
5-11-2016,703.53,707.51,697.74,703.42,"53,752,300","11,227,199,488"
6-11-2016,703.81,714.26,699.56,711.52,"59,902,200","11,233,000,448"
7-11-2016,710.74,710.74,699.9,703.13,"65,047,100","11,344,799,744"
8-11-2016,703.09,712.99,702.39,709.85,"79,660,800","11,224,000,512"
9-11-2016,709.83,740.05,708.61,723.27,"132,429,000","11,333,000,192"
10-11-2016,722.84,723.02,711.21,715.53,"68,807,800","11,542,099,968"
11-11-2016,715.55,718.32,714.41,716.41,"63,119,700","11,427,200,000"
12-11-2016,716.75,717.15,704.03,705.05,"64,622,500","11,447,700,480"
13-11-2016,705.2,705.26,687.32,702.03,"80,318,096","11,264,499,712"
14-11-2016,702.0,706.28,699.81,705.02,"62,993,000","11,214,600,192"
15-11-2016,705.79,715.72,705.26,711.62,"72,038,496","11,283,399,680"
16-11-2016,711.17,747.61,709.04,744.2,"141,294,000","11,370,699,776"
17-11-2016,744.88,755.65,739.51,740.98,"108,579,000","11,911,300,096"
18-11-2016,740.71,752.88,736.89,751.59,"87,363,104","11,845,999,616"
19-11-2016,751.83,756.24,744.47,751.62,"110,608,000","12,025,400,320"
20-11-2016,751.88,755.48,717.94,731.03,"154,116,000","12,027,499,520"
21-11-2016,731.27,741.72,730.51,739.25,"60,802,400","11,698,899,968"
22-11-2016,739.64,753.87,736.53,751.35,"129,906,000","11,834,200,064"
23-11-2016,751.74,752.25,738.92,744.59,"76,543,800","12,028,999,680"
24-11-2016,744.62,746.83,733.49,740.29,"85,919,296","11,916,499,968"
25-11-2016,740.44,741.65,734.59,741.65,"67,807,600","11,851,100,160"
26-11-2016,741.51,742.21,729.63,735.38,"54,962,700","11,869,599,744"
27-11-2016,735.44,739.02,731.09,732.03,"52,601,800","11,773,800,448"
28-11-2016,732.48,738.01,732.48,735.81,"61,888,600","11,727,800,320"
29-11-2016,736.33,737.47,734.56,735.6,"68,511,104","11,790,900,224"
30-11-2016,736.28,747.93,736.27,745.69,"84,070,800","11,791,599,616"
1-12-2016,746.05,758.28,746.05,756.77,"80,461,904","11,949,200,384"
2-12-2016,757.54,781.3,757.54,777.94,"127,605,000","12,134,800,384"
3-12-2016,778.25,778.25,764.86,771.16,"69,547,296","12,467,800,064"
4-12-2016,771.64,773.87,768.16,773.87,"60,557,900","12,363,599,872"
5-12-2016,773.39,773.47,751.71,758.7,"106,363,000","12,393,100,288"
6-12-2016,758.72,765.62,758.72,764.22,"116,218,000","12,159,399,936"
7-12-2016,764.21,771.54,759.75,768.13,"96,426,096","12,248,899,584"
8-12-2016,768.08,774.7,765.95,770.81,"80,111,904","12,312,500,224"
9-12-2016,769.94,774.53,769.65,772.79,"68,705,296","12,344,000,512"
10-12-2016,773.02,777.09,772.91,774.65,"53,843,100","12,394,500,096"
11-12-2016,774.75,774.8,765.41,769.73,"57,313,400","12,423,600,128"
12-12-2016,770.04,781.92,770.04,780.09,"76,571,000","12,349,800,448"
13-12-2016,780.65,788.46,777.96,780.56,"81,645,600","12,521,499,648"
14-12-2016,780.01,782.03,776.84,781.48,"75,979,000","12,512,900,096"
15-12-2016,780.07,781.43,777.8,778.09,"81,580,096","12,511,699,968"
16-12-2016,778.96,785.03,778.96,784.91,"83,608,200","12,498,799,616"
17-12-2016,785.17,792.51,784.86,790.83,"78,989,800","12,599,600,128"
18-12-2016,791.01,794.74,788.03,790.53,"60,524,400","12,694,800,384"
19-12-2016,790.69,793.61,790.32,792.71,"74,886,400","12,691,099,648"
20-12-2016,792.25,801.34,791.5,800.88,"99,629,296","12,717,599,744"
21-12-2016,800.64,834.28,799.41,834.28,"155,576,000","12,853,699,584"
22-12-2016,834.18,875.78,834.15,864.54,"200,027,008","13,393,800,192"
23-12-2016,864.89,925.12,864.68,921.98,"275,564,000","13,888,600,064"
24-12-2016,922.18,923.48,886.34,898.82,"137,727,008","14,810,300,416"
25-12-2016,899.65,899.65,862.42,896.18,"143,664,992","14,450,100,224"
26-12-2016,896.91,913.18,896.9,907.61,"123,771,000","14,407,799,808"
27-12-2016,908.35,940.05,904.26,933.2,"167,308,000","14,593,300,480"
28-12-2016,934.83,975.92,934.83,975.92,"236,630,000","15,020,499,968"
29-12-2016,975.13,979.4,954.5,973.5,"199,320,000","15,669,999,616"
30-12-2016,972.53,972.53,934.83,961.24,"187,474,000","15,630,199,808"
31-12-2016,960.63,963.74,947.24,963.74,"99,135,104","15,440,700,416"
1-1-2017,963.66,"1,003.08",958.7,998.33,"147,775,008","15,491,200,000"
2-1-2017,998.62,"1,031.39",996.7,"1,021.75","222,184,992","16,055,100,416"
3-1-2017,1021.6,"1,044.08","1,021.60","1,043.84","185,168,000","16,426,600,448"
